review_score,translated_message
4,My product did not come as the purchase was missing an item. (evaluation spreadsheet).
1,The watch has already been damaged and I already contacted the return of the same
2,Negative Review
5,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
2,Negative Review
1,Bad delivery I made the purchase on 02/13 and until today 18/03 I did not receive the product
4,Positive Review
5,Positive Review
3,Neutral Review
1,"I bought toothbrush CuroProx Black Edition - Black bristles. It was delivered purple brush with green bristles. 
Nothing to do. And Lannister's partner Targaryen said he can't do anything. Run."
5,Positive Review
1,I haven't received it yet
4,Positive Review
5,Very good product signs below approved grade 10
5,Positive Review
4,Positive Review
5,Positive Review
1,Never buy this crap again!
4,Positive Review
4,Excellent
3,Neutral Review
5,Positive Review
5,Positive Review
1,The product is wonderful but by the amount it is not worth
5,Positive Review
1,Negative Review
3,Neutral Review
5,excellent product
5,"I was very pleased with the service is speed, I recommend"
5,Positive Review
4,Positive Review
5,"I loved everything from giving purchase to delivery, note 10 Lannister"
5,"Quality product, fast delivery, I recommend to all."
3,Neutral Review
1,Negative Review
5,Positive Review
3,"I already bought in Lannister stores and the product arrived well but fast, but what I bought arrived and as long as it is well."
1,Negative Review
5,Very satisfied
4,Positive Review
5,Positive Review
5,recommend
5,"I am very happy with the products of the American store, because everything I bought arrived on time. I am very grateful.
Thank you"
4,Positive Review
4,Positive Review
5,I received without problems before the deadline.
5,Positive Review
5,Positive Review
5,Positive Review
3,Neutral Review
5,Excellent store. Fulfills what it announces and the promise contained in the ad.
4,Positive Review
5,Positive Review
5,Positive Review
4,Positive Review
5,Positive Review
5,Positive Review
4,very good compares
5,Positive Review
5,Positive Review
5,Positive Review
4,Positive Review
5,Positive Review
5,Rapid delivery
1,I have not received the goods to date or satisfaction why the delay in delivery in the after-sales process.
1,"I received the broken product and without working. I tried to contact the company, but could not locate my order."
4,Positive Review
1,Negative Review
5,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
1,"I bought the shampo, oil, balm and beard comb. However, the comb was missing !!!"
4,Positive Review
5,Positive Review
4,Positive Review
3,"The product is good, but it did not solve the problem of snoring. Remembering that I didn't respond in time because I don't understand a computer"
5,Product delivered before the deadline. Perfect. Congratulations.
5,Positive Review
1,"I canceled times, sent it anyway and did not reversal the values"
5,Positive Review
4,Positive Review
4,Positive Review
4,Positive Review
5,Positive Review
5,Positive Review
1,Negative Review
5,Positive Review
5,Positive Review
5,"It arrived perfect, super well packed."
1,To this day I have not received it.
1,"Product came with defective, the loose clock box, without screws. I want return !!"
1,Negative Review
1,I only received one chandelier and bought two notes came two and only received one
5,Positive Review
5,"I received the product before the deadline. I really liked the product, more beautiful in person. I recommend."
5,Positive Review
5,Positive Review
5,Positive Review
5,product great good price and quick delivery I recommend
4,Positive Review
4,Product corresponded to discretions
5,"Very beautiful clock..I won a lot 
Arrived before the deadline in perfect condition everything worked recommend"
5,Positive Review
5,Positive Review
3,Neutral Review
5,Positive Review
5,All very good.
4,Positive Review
4,Positive Review
5,Positive Review
4,Arrived before the deadline.
3,The invoice did not come with the product
5,"Great blanket, note 10 !!!!!!!"
5,Very good
4,Positive Review
4,Positive Review
5,arrived before the deadline
1,Negative Review
5,Positive Review
5,Great seller. Recommending everyone.
5,Everything I buy on Stark arrives ahead of time! Recommend
5,Positive Review
5,I was well attended in all aspects congratulations
5,Positive Review
5,Positive Review
5,"Excellent quality product, original..recommond"
5,I received the product at a certain time without any problem and product of great quality.
5,Positive Review
5,Positive Review
5,Positive Review
1,because I received the mail saying that it would not receive the product but on the day sequinte he appeared
5,Positive Review
5,excellent
1,The product came different from what I ordered I paid freight is I had to go to the post office at a far -faded agency
4,Positive Review
5,Positive Review
5,Positive Review
4,I really liked the service provided
5,Recommend
5,Positive Review
5,Positive Review
5,"I received the 2 products yes I recommend to all you are congratulations 10
thanks"
5,
3,Delivery without problems.
4,Positive Review
5,Positive Review
5,"Delivered very fast
Congratulations"
5,Positive Review
4,Positive Review
5,Positive Review
5,would buy again ... quality
5,Very beautiful and delivery time better than expected
3,In the image it seems to be a larger lamp and it is actually the smallest and in the description has not been informing which type of lamp.
5,Positive Review
5,Positive Review
5,Positive Review
4,Positive Review
5,Positive Review
2,Negative Review
1,I already asked for the exchange and did not do
1,Negative Review
3,Neutral Review
1,"I requested the purchase of the blades that in the ad say they are from the Philips brand, however the product is counterfeit and not to mention the delay for the delivery in which I paid shipping and had to search us"
4,I liked
4,Positive Review
5,Positive Review
5,Positive Review
3,Neutral Review
5,Positive Review
5,Positive Review
5,Very good! Would recommend it. It was delivered before the deadline.
5,I liked the product. I recommend.
5,Positive Review
4,I recommend it !! Great price !!
1,"I have been waiting for almost a month, a lack of respect for the consumer"
5,I loved very good and beautiful product
5,Positive Review
4,Positive Review
1,"The product sent is not even close to the edges, even though it is Edge and knowing it was not shaken. I do not recommend anyone to buy. I didn't try to change. If it won't be money thrown away."
1,Recommended store. Poor quality product.
5,Positive Review
3,excellent
4,Positive Review
5,The request arrived right on time
5,Positive Review
5,I still don't know about the effectiveness of the product.
5,Positive Review
1,The product has not yet arrived
5,Don't put it yet but if you get my taste I will ask more
1,"I did not receive the product in the amount purchased, as only one package (pot) instead of two."
5,Everything delivered correctly
5,Positive Review
4,
5,Positive Review
2,"I already have experience with another mop.
This product brand I would not recommend, because the mop lock is very hard and does not work properly."
4,Positive Review
3,Neutral Review
4,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
4,Positive Review
4,Positive Review
3,One of the products (delivery02) purchased in this order I have not received yet and another (delivery01) I received email that is with difficulties in delivery and had no further news
